车次,列车类型,始发站,始发时间,经过站,经过站到达时间,经过站发车时间,终点站,到达时间
2083,普快,大连,08:49,茂林,当天18:27,18:29,海拉尔,09:22
K1259,快速,大连,22:07,茂林,第2日07:52,07:54,齐齐哈尔,13:54
