车次,列车类型,始发站,始发时间,经过站,经过站到达时间,经过站发车时间,终点站,到达时间
T335/T338,空调特快,松原,06:40,三井子,当天07:13,07:15,哈尔滨西,09:36
T336/T337,空调特快,哈尔滨西,15:50,三井子,当天17:49,17:52,松原,18:34
