车次,列车类型,始发站,始发时间,经过站,经过站到达时间,经过站发车时间,终点站,到达时间
6241,普慢,东京城,09:40,海浪,当天11:04,11:06,牡丹江,11:22
6242,普快,牡丹江,07:32,海浪,当天07:43,07:45,东京城,09:10
6243,普快,东京城,17:03,海浪,当天18:31,18:33,牡丹江,18:49
6244,普慢,牡丹江,12:55,海浪,当天13:06,13:08,东京城,14:33
6248,普慢,牡丹江,17:32,海浪,当天17:47,17:49,东京城,19:22
K7273,快速,东京城,05:27,海浪,当天06:32,06:35,牡丹江,06:45
K7277,快速,东京城,08:58,海浪,当天10:16,10:26,牡丹江,10:36
K7278,快速,牡丹江,09:23,海浪,当天09:33,09:45,东京城,10:47
