车次,列车类型,始发站,始发时间,经过站,经过站到达时间,经过站发车时间,终点站,到达时间
4059,普快,加格达奇,15:08,塔尔根,当天19:36,19:38,塔河,19:48
4060,普快,塔河,07:25,塔尔根,当天07:37,07:39,加格达奇,12:00
6959,普快,加格达奇,05:03,塔尔根,当天09:44,09:46,塔河,10:00
6960,普快,塔河,17:40,塔尔根,当天17:53,17:58,加格达奇,23:14
