车次,列车类型,始发站,始发时间,经过站,经过站到达时间,经过站发车时间,终点站,到达时间
D5654,动车组,安庆,08:57,长临河,当天10:35,10:37,合肥南,10:48
G7406,高速动车,黄山北,10:32,长临河,当天12:06,12:08,蚌埠南,13:21
G7416,高速动车,黄山北,13:55,长临河,当天15:36,15:38,合肥南,15:50
G7417,高速动车,合肥南,13:05,长临河,当天13:16,13:18,黄山北,14:53
G7419,高速动车,合肥南,16:30,长临河,当天16:41,16:43,黄山北,18:31
