车次,列车类型,始发站,始发时间,经过站,经过站到达时间,经过站发车时间,终点站,到达时间
1801,普快,昌平北,14:10,工农湖,第2日06:43,06:51,齐齐哈尔,13:34
1802,普快,齐齐哈尔,13:21,工农湖,当天19:22,19:28,昌平北,11:40
1881,普快,北京北,13:47,工农湖,第2日06:43,06:51,伊春,21:22
1882/1883,普快,伊春,06:10,工农湖,当天19:22,19:28,北京北,12:28
K5039,快速,通辽,06:10,工农湖,当天08:46,08:48,太阳升,10:48
K5040,快速,太阳升,13:03,工农湖,当天15:23,15:26,通辽,17:50
