车次,列车类型,始发站,始发时间,经过站,经过站到达时间,经过站发车时间,终点站,到达时间
5635,普快,内江,07:50,田梁子,当天16:55,16:57,昭通,18:18
5636,普快,昭通,09:26,田梁子,当天10:45,10:47,内江,19:51
